,block_id,user_id,model,category,sentence,score
10,0,2,gpt3_FSLH_hum_eval.predictions.txt,perspective,"`` Con Ashley muore tutto l'Oltrarno , muore tutto un contesto sociale che non è riuscito ad aiutarla '' sono state le prime parole dell'omelia tenuta dal vescovo Giovanni Scanavino . Il vescovo ha criticato duramente il contesto sociale in cui viveva Ashley , sostenendo che non è stato in grado di aiutarla .",0
11,0,3,gpt3_FSLH_hum_eval.predictions.txt,perspective,"`` Con Ashley muore tutto l'Oltrarno , muore tutto un contesto sociale che non è riuscito ad aiutarla '' sono state le prime parole dell'omelia tenuta dal vescovo Giovanni Scanavino . Il vescovo ha criticato duramente il contesto sociale in cui viveva Ashley , sostenendo che non è stato in grado di aiutarla .",3
12,0,0,mbart_src_info_sh.txt,perspective,"`` Con Ashley muore tutto l'Oltrarno , muore tutto un contesto , muore tutto un contesto , muore tutto un contesto , muore tutto l'uomo che non è riuscito ad aiutarla '' sono state le prime parole dell'omelia tenuta dal vescovo Giovanni Scanavino .",0
13,0,1,mbart_src_info_sh.txt,perspective,"`` Con Ashley muore tutto l'Oltrarno , muore tutto un contesto , muore tutto un contesto , muore tutto un contesto , muore tutto l'uomo che non è riuscito ad aiutarla '' sono state le prime parole dell'omelia tenuta dal vescovo Giovanni Scanavino .",1
14,0,2,mbart_src_info_sh.txt,perspective,"`` Con Ashley muore tutto l'Oltrarno , muore tutto un contesto , muore tutto un contesto , muore tutto un contesto , muore tutto l'uomo che non è riuscito ad aiutarla '' sono state le prime parole dell'omelia tenuta dal vescovo Giovanni Scanavino .",0
15,0,3,mbart_src_info_sh.txt,perspective,"`` Con Ashley muore tutto l'Oltrarno , muore tutto un contesto , muore tutto un contesto , muore tutto un contesto , muore tutto l'uomo che non è riuscito ad aiutarla '' sono state le prime parole dell'omelia tenuta dal vescovo Giovanni Scanavino .",4
16,0,0,gpt3_0SLH_hum_eval.predictions.txt,perspective,"""Ashley muore a causa delle colpe di tutto l'Oltrarno, muore a causa delle colpe di un contesto sociale che non è riuscito ad aiutarla"" sono state le prime parole dell'omelia tenuta dal vescovo Giovanni Scanavino.",0
17,0,1,gpt3_0SLH_hum_eval.predictions.txt,perspective,"""Ashley muore a causa delle colpe di tutto l'Oltrarno, muore a causa delle colpe di un contesto sociale che non è riuscito ad aiutarla"" sono state le prime parole dell'omelia tenuta dal vescovo Giovanni Scanavino.",0
18,0,2,gpt3_0SLH_hum_eval.predictions.txt,perspective,"""Ashley muore a causa delle colpe di tutto l'Oltrarno, muore a causa delle colpe di un contesto sociale che non è riuscito ad aiutarla"" sono state le prime parole dell'omelia tenuta dal vescovo Giovanni Scanavino.",0
19,0,3,gpt3_0SLH_hum_eval.predictions.txt,perspective,"""Ashley muore a causa delle colpe di tutto l'Oltrarno, muore a causa delle colpe di un contesto sociale che non è riuscito ad aiutarla"" sono state le prime parole dell'omelia tenuta dal vescovo Giovanni Scanavino.",1
20,0,0,gpt3_CFSLH_hum_eval.predictions.txt,perspective,`` Con Ashley muore una vittima innocente di un contesto sociale che non è riuscito ad aiutarla '' sono state le prime parole dell'omelia tenuta dal vescovo Giovanni Scanavino .,0
21,0,1,gpt3_CFSLH_hum_eval.predictions.txt,perspective,`` Con Ashley muore una vittima innocente di un contesto sociale che non è riuscito ad aiutarla '' sono state le prime parole dell'omelia tenuta dal vescovo Giovanni Scanavino .,0
22,0,2,gpt3_CFSLH_hum_eval.predictions.txt,perspective,`` Con Ashley muore una vittima innocente di un contesto sociale che non è riuscito ad aiutarla '' sono state le prime parole dell'omelia tenuta dal vescovo Giovanni Scanavino .,0
23,0,3,gpt3_CFSLH_hum_eval.predictions.txt,perspective,`` Con Ashley muore una vittima innocente di un contesto sociale che non è riuscito ad aiutarla '' sono state le prime parole dell'omelia tenuta dal vescovo Giovanni Scanavino .,0
24,0,0,mbart_unsupervised.txt,perspective,"E `` Con Ashley muore tutto l'Oltrarno , muore tutto un contesto sociale che non è riusciti ad aiutarla '' sono state le prime parole dell'omelia tenuta dal vescovo Giovanni Scanavino .",0
25,0,1,mbart_unsupervised.txt,perspective,"E `` Con Ashley muore tutto l'Oltrarno , muore tutto un contesto sociale che non è riusciti ad aiutarla '' sono state le prime parole dell'omelia tenuta dal vescovo Giovanni Scanavino .",0
26,0,2,mbart_unsupervised.txt,perspective,"E `` Con Ashley muore tutto l'Oltrarno , muore tutto un contesto sociale che non è riusciti ad aiutarla '' sono state le prime parole dell'omelia tenuta dal vescovo Giovanni Scanavino .",0
27,0,3,mbart_unsupervised.txt,perspective,"E `` Con Ashley muore tutto l'Oltrarno , muore tutto un contesto sociale che non è riusciti ad aiutarla '' sono state le prime parole dell'omelia tenuta dal vescovo Giovanni Scanavino .",0
28,0,0,gpt3_CFSLH-B_hum_eval.predictions.txt,similarity,`` Con Ashley muore un'altra vittima innocente di questo crimine orribile che è il femminicidio. Non possiamo permettere che questo continui ad accadere. Le donne non sono oggetti da possedere o da controllare. Sono esseri umani con i loro diritti e la loro dignità. Non possiamo tollerare questi crimini orribili.'',6
29,0,1,gpt3_CFSLH-B_hum_eval.predictions.txt,similarity,`` Con Ashley muore un'altra vittima innocente di questo crimine orribile che è il femminicidio. Non possiamo permettere che questo continui ad accadere. Le donne non sono oggetti da possedere o da controllare. Sono esseri umani con i loro diritti e la loro dignità. Non possiamo tollerare questi crimini orribili.'',5
30,0,2,gpt3_CFSLH-B_hum_eval.predictions.txt,similarity,`` Con Ashley muore un'altra vittima innocente di questo crimine orribile che è il femminicidio. Non possiamo permettere che questo continui ad accadere. Le donne non sono oggetti da possedere o da controllare. Sono esseri umani con i loro diritti e la loro dignità. Non possiamo tollerare questi crimini orribili.'',2
31,0,3,gpt3_CFSLH-B_hum_eval.predictions.txt,similarity,`` Con Ashley muore un'altra vittima innocente di questo crimine orribile che è il femminicidio. Non possiamo permettere che questo continui ad accadere. Le donne non sono oggetti da possedere o da controllare. Sono esseri umani con i loro diritti e la loro dignità. Non possiamo tollerare questi crimini orribili.'',2
32,0,0,mbart_info_src_sh.txt,similarity,"Un uomo di origini africane , Cheik Tidiane , 27 anni , è stato fermato per l'omicidio di Ashley Olsen , la 35enne statunitense uccisa secondo le accuse dal pr senegalese Cheik Tidiane .",0
33,0,1,mbart_info_src_sh.txt,similarity,"Un uomo di origini africane , Cheik Tidiane , 27 anni , è stato fermato per l'omicidio di Ashley Olsen , la 35enne statunitense uccisa secondo le accuse dal pr senegalese Cheik Tidiane .",1
34,0,2,mbart_info_src_sh.txt,similarity,"Un uomo di origini africane , Cheik Tidiane , 27 anni , è stato fermato per l'omicidio di Ashley Olsen , la 35enne statunitense uccisa secondo le accuse dal pr senegalese Cheik Tidiane .",1
35,0,3,mbart_info_src_sh.txt,similarity,"Un uomo di origini africane , Cheik Tidiane , 27 anni , è stato fermato per l'omicidio di Ashley Olsen , la 35enne statunitense uccisa secondo le accuse dal pr senegalese Cheik Tidiane .",3
36,0,0,gpt3_FSLH_hum_eval.predictions.txt,similarity,"`` Con Ashley muore tutto l'Oltrarno , muore tutto un contesto sociale che non è riuscito ad aiutarla '' sono state le prime parole dell'omelia tenuta dal vescovo Giovanni Scanavino . Il vescovo ha criticato duramente il contesto sociale in cui viveva Ashley , sostenendo che non è stato in grado di aiutarla .",6
37,0,1,gpt3_FSLH_hum_eval.predictions.txt,similarity,"`` Con Ashley muore tutto l'Oltrarno , muore tutto un contesto sociale che non è riuscito ad aiutarla '' sono state le prime parole dell'omelia tenuta dal vescovo Giovanni Scanavino . Il vescovo ha criticato duramente il contesto sociale in cui viveva Ashley , sostenendo che non è stato in grado di aiutarla .",10
38,0,2,gpt3_FSLH_hum_eval.predictions.txt,similarity,"`` Con Ashley muore tutto l'Oltrarno , muore tutto un contesto sociale che non è riuscito ad aiutarla '' sono state le prime parole dell'omelia tenuta dal vescovo Giovanni Scanavino . Il vescovo ha criticato duramente il contesto sociale in cui viveva Ashley , sostenendo che non è stato in grado di aiutarla .",10
39,0,3,gpt3_FSLH_hum_eval.predictions.txt,similarity,"`` Con Ashley muore tutto l'Oltrarno , muore tutto un contesto sociale che non è riuscito ad aiutarla '' sono state le prime parole dell'omelia tenuta dal vescovo Giovanni Scanavino . Il vescovo ha criticato duramente il contesto sociale in cui viveva Ashley , sostenendo che non è stato in grado di aiutarla .",1
40,0,0,mbart_src_info_sh.txt,similarity,"`` Con Ashley muore tutto l'Oltrarno , muore tutto un contesto , muore tutto un contesto , muore tutto un contesto , muore tutto l'uomo che non è riuscito ad aiutarla '' sono state le prime parole dell'omelia tenuta dal vescovo Giovanni Scanavino .",7
41,0,1,mbart_src_info_sh.txt,similarity,"`` Con Ashley muore tutto l'Oltrarno , muore tutto un contesto , muore tutto un contesto , muore tutto un contesto , muore tutto l'uomo che non è riuscito ad aiutarla '' sono state le prime parole dell'omelia tenuta dal vescovo Giovanni Scanavino .",5
42,0,2,mbart_src_info_sh.txt,similarity,"`` Con Ashley muore tutto l'Oltrarno , muore tutto un contesto , muore tutto un contesto , muore tutto un contesto , muore tutto l'uomo che non è riuscito ad aiutarla '' sono state le prime parole dell'omelia tenuta dal vescovo Giovanni Scanavino .",6
43,0,3,mbart_src_info_sh.txt,similarity,"`` Con Ashley muore tutto l'Oltrarno , muore tutto un contesto , muore tutto un contesto , muore tutto un contesto , muore tutto l'uomo che non è riuscito ad aiutarla '' sono state le prime parole dell'omelia tenuta dal vescovo Giovanni Scanavino .",1
44,0,0,gpt3_0SLH_hum_eval.predictions.txt,similarity,"""Ashley muore a causa delle colpe di tutto l'Oltrarno, muore a causa delle colpe di un contesto sociale che non è riuscito ad aiutarla"" sono state le prime parole dell'omelia tenuta dal vescovo Giovanni Scanavino.",7
45,0,1,gpt3_0SLH_hum_eval.predictions.txt,similarity,"""Ashley muore a causa delle colpe di tutto l'Oltrarno, muore a causa delle colpe di un contesto sociale che non è riuscito ad aiutarla"" sono state le prime parole dell'omelia tenuta dal vescovo Giovanni Scanavino.",5
46,0,2,gpt3_0SLH_hum_eval.predictions.txt,similarity,"""Ashley muore a causa delle colpe di tutto l'Oltrarno, muore a causa delle colpe di un contesto sociale che non è riuscito ad aiutarla"" sono state le prime parole dell'omelia tenuta dal vescovo Giovanni Scanavino.",10
47,0,3,gpt3_0SLH_hum_eval.predictions.txt,similarity,"""Ashley muore a causa delle colpe di tutto l'Oltrarno, muore a causa delle colpe di un contesto sociale che non è riuscito ad aiutarla"" sono state le prime parole dell'omelia tenuta dal vescovo Giovanni Scanavino.",2
48,0,0,gpt3_CFSLH_hum_eval.predictions.txt,similarity,`` Con Ashley muore una vittima innocente di un contesto sociale che non è riuscito ad aiutarla '' sono state le prime parole dell'omelia tenuta dal vescovo Giovanni Scanavino .,7
49,0,1,gpt3_CFSLH_hum_eval.predictions.txt,similarity,`` Con Ashley muore una vittima innocente di un contesto sociale che non è riuscito ad aiutarla '' sono state le prime parole dell'omelia tenuta dal vescovo Giovanni Scanavino .,6
50,0,2,gpt3_CFSLH_hum_eval.predictions.txt,similarity,`` Con Ashley muore una vittima innocente di un contesto sociale che non è riuscito ad aiutarla '' sono state le prime parole dell'omelia tenuta dal vescovo Giovanni Scanavino .,10
51,0,3,gpt3_CFSLH_hum_eval.predictions.txt,similarity,`` Con Ashley muore una vittima innocente di un contesto sociale che non è riuscito ad aiutarla '' sono state le prime parole dell'omelia tenuta dal vescovo Giovanni Scanavino .,2
52,0,0,mbart_unsupervised.txt,similarity,"E `` Con Ashley muore tutto l'Oltrarno , muore tutto un contesto sociale che non è riusciti ad aiutarla '' sono state le prime parole dell'omelia tenuta dal vescovo Giovanni Scanavino .",7
53,0,1,mbart_unsupervised.txt,similarity,"E `` Con Ashley muore tutto l'Oltrarno , muore tutto un contesto sociale che non è riusciti ad aiutarla '' sono state le prime parole dell'omelia tenuta dal vescovo Giovanni Scanavino .",5
54,0,2,mbart_unsupervised.txt,similarity,"E `` Con Ashley muore tutto l'Oltrarno , muore tutto un contesto sociale che non è riusciti ad aiutarla '' sono state le prime parole dell'omelia tenuta dal vescovo Giovanni Scanavino .",10
55,0,3,mbart_unsupervised.txt,similarity,"E `` Con Ashley muore tutto l'Oltrarno , muore tutto un contesto sociale che non è riusciti ad aiutarla '' sono state le prime parole dell'omelia tenuta dal vescovo Giovanni Scanavino .",2
56,1,0,gpt3_0SLH_hum_eval.predictions.txt,perspective,Omicidio Ashley: il colpevole torna alla casa della donna,0
57,1,1,gpt3_0SLH_hum_eval.predictions.txt,perspective,Omicidio Ashley: il colpevole torna alla casa della donna,5
58,1,2,gpt3_0SLH_hum_eval.predictions.txt,perspective,Omicidio Ashley: il colpevole torna alla casa della donna,7
59,1,3,gpt3_0SLH_hum_eval.predictions.txt,perspective,Omicidio Ashley: il colpevole torna alla casa della donna,5
60,1,0,mbart_info_src_sh.txt,perspective,"Un uomo di origini africane , Cheik Tidiane Diaw , 27 anni , fermato per l'omicidio di Ashley Olsen , la 35enne statunitense uccisa secondo le accuse dal pr senegalese Cheik Tidiane .",3
61,1,1,mbart_info_src_sh.txt,perspective,"Un uomo di origini africane , Cheik Tidiane Diaw , 27 anni , fermato per l'omicidio di Ashley Olsen , la 35enne statunitense uccisa secondo le accuse dal pr senegalese Cheik Tidiane .",10
62,1,2,mbart_info_src_sh.txt,perspective,"Un uomo di origini africane , Cheik Tidiane Diaw , 27 anni , fermato per l'omicidio di Ashley Olsen , la 35enne statunitense uccisa secondo le accuse dal pr senegalese Cheik Tidiane .",10
63,1,3,mbart_info_src_sh.txt,perspective,"Un uomo di origini africane , Cheik Tidiane Diaw , 27 anni , fermato per l'omicidio di Ashley Olsen , la 35enne statunitense uccisa secondo le accuse dal pr senegalese Cheik Tidiane .",0
64,1,0,gpt3_CFSLH_hum_eval.predictions.txt,perspective,"Polizia torna nella casa della donna uccisa, Ashley , per indagare sull'omicidio .",0
65,1,1,gpt3_CFSLH_hum_eval.predictions.txt,perspective,"Polizia torna nella casa della donna uccisa, Ashley , per indagare sull'omicidio .",1
66,1,2,gpt3_CFSLH_hum_eval.predictions.txt,perspective,"Polizia torna nella casa della donna uccisa, Ashley , per indagare sull'omicidio .",0
67,1,3,gpt3_CFSLH_hum_eval.predictions.txt,perspective,"Polizia torna nella casa della donna uccisa, Ashley , per indagare sull'omicidio .",0
68,1,0,gpt3_FSLH_hum_eval.predictions.txt,perspective,Omicidio Ashley : è stato il marito a ucciderla .,5
69,1,1,gpt3_FSLH_hum_eval.predictions.txt,perspective,Omicidio Ashley : è stato il marito a ucciderla .,8
70,1,2,gpt3_FSLH_hum_eval.predictions.txt,perspective,Omicidio Ashley : è stato il marito a ucciderla .,10
71,1,3,gpt3_FSLH_hum_eval.predictions.txt,perspective,Omicidio Ashley : è stato il marito a ucciderla .,7
72,1,0,mbart_src_info_sh.txt,perspective,"E ' stato fermato Cheik Tidiane Diaw , il senegalese senegalese accusato di aver ucciso Ashley Olsen .",5
73,1,1,mbart_src_info_sh.txt,perspective,"E ' stato fermato Cheik Tidiane Diaw , il senegalese senegalese accusato di aver ucciso Ashley Olsen .",9
74,1,2,mbart_src_info_sh.txt,perspective,"E ' stato fermato Cheik Tidiane Diaw , il senegalese senegalese accusato di aver ucciso Ashley Olsen .",8
75,1,3,mbart_src_info_sh.txt,perspective,"E ' stato fermato Cheik Tidiane Diaw , il senegalese senegalese accusato di aver ucciso Ashley Olsen .",0
76,1,0,mbart_unsupervised.txt,perspective,Uccide la moglie : polizia torna casa donna,0
77,1,1,mbart_unsupervised.txt,perspective,Uccide la moglie : polizia torna casa donna,5
78,1,2,mbart_unsupervised.txt,perspective,Uccide la moglie : polizia torna casa donna,6
79,1,3,mbart_unsupervised.txt,perspective,Uccide la moglie : polizia torna casa donna,1
80,1,0,gpt3_CFSLH-B_hum_eval.predictions.txt,perspective,Omicidio Ashley: l'omicidio di Ashley è un altro femminicidio che non può essere ignorato.,0
81,1,1,gpt3_CFSLH-B_hum_eval.predictions.txt,perspective,Omicidio Ashley: l'omicidio di Ashley è un altro femminicidio che non può essere ignorato.,8
82,1,2,gpt3_CFSLH-B_hum_eval.predictions.txt,perspective,Omicidio Ashley: l'omicidio di Ashley è un altro femminicidio che non può essere ignorato.,0
83,1,3,gpt3_CFSLH-B_hum_eval.predictions.txt,perspective,Omicidio Ashley: l'omicidio di Ashley è un altro femminicidio che non può essere ignorato.,3
84,1,0,gpt3_0SLH_hum_eval.predictions.txt,similarity,Omicidio Ashley: il colpevole torna alla casa della donna,0
85,1,1,gpt3_0SLH_hum_eval.predictions.txt,similarity,Omicidio Ashley: il colpevole torna alla casa della donna,10
86,1,2,gpt3_0SLH_hum_eval.predictions.txt,similarity,Omicidio Ashley: il colpevole torna alla casa della donna,1
87,1,3,gpt3_0SLH_hum_eval.predictions.txt,similarity,Omicidio Ashley: il colpevole torna alla casa della donna,5
88,1,0,mbart_info_src_sh.txt,similarity,"Un uomo di origini africane , Cheik Tidiane Diaw , 27 anni , fermato per l'omicidio di Ashley Olsen , la 35enne statunitense uccisa secondo le accuse dal pr senegalese Cheik Tidiane .",0
89,1,1,mbart_info_src_sh.txt,similarity,"Un uomo di origini africane , Cheik Tidiane Diaw , 27 anni , fermato per l'omicidio di Ashley Olsen , la 35enne statunitense uccisa secondo le accuse dal pr senegalese Cheik Tidiane .",0
90,1,2,mbart_info_src_sh.txt,similarity,"Un uomo di origini africane , Cheik Tidiane Diaw , 27 anni , fermato per l'omicidio di Ashley Olsen , la 35enne statunitense uccisa secondo le accuse dal pr senegalese Cheik Tidiane .",0
91,1,3,mbart_info_src_sh.txt,similarity,"Un uomo di origini africane , Cheik Tidiane Diaw , 27 anni , fermato per l'omicidio di Ashley Olsen , la 35enne statunitense uccisa secondo le accuse dal pr senegalese Cheik Tidiane .",1
92,1,0,gpt3_CFSLH_hum_eval.predictions.txt,similarity,"Polizia torna nella casa della donna uccisa, Ashley , per indagare sull'omicidio .",10
93,1,1,gpt3_CFSLH_hum_eval.predictions.txt,similarity,"Polizia torna nella casa della donna uccisa, Ashley , per indagare sull'omicidio .",10
94,1,2,gpt3_CFSLH_hum_eval.predictions.txt,similarity,"Polizia torna nella casa della donna uccisa, Ashley , per indagare sull'omicidio .",10
95,1,3,gpt3_CFSLH_hum_eval.predictions.txt,similarity,"Polizia torna nella casa della donna uccisa, Ashley , per indagare sull'omicidio .",3
96,1,0,gpt3_FSLH_hum_eval.predictions.txt,similarity,Omicidio Ashley : è stato il marito a ucciderla .,0
97,1,1,gpt3_FSLH_hum_eval.predictions.txt,similarity,Omicidio Ashley : è stato il marito a ucciderla .,1
98,1,2,gpt3_FSLH_hum_eval.predictions.txt,similarity,Omicidio Ashley : è stato il marito a ucciderla .,0
99,1,3,gpt3_FSLH_hum_eval.predictions.txt,similarity,Omicidio Ashley : è stato il marito a ucciderla .,5
100,1,0,mbart_src_info_sh.txt,similarity,"E ' stato fermato Cheik Tidiane Diaw , il senegalese senegalese accusato di aver ucciso Ashley Olsen .",0
101,1,1,mbart_src_info_sh.txt,similarity,"E ' stato fermato Cheik Tidiane Diaw , il senegalese senegalese accusato di aver ucciso Ashley Olsen .",5
102,1,2,mbart_src_info_sh.txt,similarity,"E ' stato fermato Cheik Tidiane Diaw , il senegalese senegalese accusato di aver ucciso Ashley Olsen .",0
103,1,3,mbart_src_info_sh.txt,similarity,"E ' stato fermato Cheik Tidiane Diaw , il senegalese senegalese accusato di aver ucciso Ashley Olsen .",2
104,1,0,mbart_unsupervised.txt,similarity,Uccide la moglie : polizia torna casa donna,10
105,1,1,mbart_unsupervised.txt,similarity,Uccide la moglie : polizia torna casa donna,10
106,1,2,mbart_unsupervised.txt,similarity,Uccide la moglie : polizia torna casa donna,10
107,1,3,mbart_unsupervised.txt,similarity,Uccide la moglie : polizia torna casa donna,1
108,1,0,gpt3_CFSLH-B_hum_eval.predictions.txt,similarity,Omicidio Ashley: l'omicidio di Ashley è un altro femminicidio che non può essere ignorato.,0
109,1,1,gpt3_CFSLH-B_hum_eval.predictions.txt,similarity,Omicidio Ashley: l'omicidio di Ashley è un altro femminicidio che non può essere ignorato.,3
110,1,2,gpt3_CFSLH-B_hum_eval.predictions.txt,similarity,Omicidio Ashley: l'omicidio di Ashley è un altro femminicidio che non può essere ignorato.,0
111,1,3,gpt3_CFSLH-B_hum_eval.predictions.txt,similarity,Omicidio Ashley: l'omicidio di Ashley è un altro femminicidio che non può essere ignorato.,6
112,2,0,gpt3_0SLH_hum_eval.predictions.txt,perspective,sta cercando di uccidere tutto ciò che è femminile in se stesso. »,0
113,2,1,gpt3_0SLH_hum_eval.predictions.txt,perspective,sta cercando di uccidere tutto ciò che è femminile in se stesso. »,1
114,2,2,gpt3_0SLH_hum_eval.predictions.txt,perspective,sta cercando di uccidere tutto ciò che è femminile in se stesso. »,0
115,2,3,gpt3_0SLH_hum_eval.predictions.txt,perspective,sta cercando di uccidere tutto ciò che è femminile in se stesso. »,3
116,2,0,gpt3_FSLH_hum_eval.predictions.txt,perspective,"In questa Giornata internazionale contro la violenza sulle donne, vogliamo ricordare tutte le donne che sono state vittime di violenza e uccise dai loro mariti.",0
117,2,1,gpt3_FSLH_hum_eval.predictions.txt,perspective,"In questa Giornata internazionale contro la violenza sulle donne, vogliamo ricordare tutte le donne che sono state vittime di violenza e uccise dai loro mariti.",9
118,2,2,gpt3_FSLH_hum_eval.predictions.txt,perspective,"In questa Giornata internazionale contro la violenza sulle donne, vogliamo ricordare tutte le donne che sono state vittime di violenza e uccise dai loro mariti.",0
119,2,3,gpt3_FSLH_hum_eval.predictions.txt,perspective,"In questa Giornata internazionale contro la violenza sulle donne, vogliamo ricordare tutte le donne che sono state vittime di violenza e uccise dai loro mariti.",6
120,2,0,mbart_info_src_sh.txt,perspective,"Un uomo di 40 anni , Francesco Rosi , ha ucciso la moglie Raffaella Presta , avvocato di 43 anni originaria del brindisino .",4
121,2,1,mbart_info_src_sh.txt,perspective,"Un uomo di 40 anni , Francesco Rosi , ha ucciso la moglie Raffaella Presta , avvocato di 43 anni originaria del brindisino .",8
122,2,2,mbart_info_src_sh.txt,perspective,"Un uomo di 40 anni , Francesco Rosi , ha ucciso la moglie Raffaella Presta , avvocato di 43 anni originaria del brindisino .",10
123,2,3,mbart_info_src_sh.txt,perspective,"Un uomo di 40 anni , Francesco Rosi , ha ucciso la moglie Raffaella Presta , avvocato di 43 anni originaria del brindisino .",4
124,2,0,mbart_unsupervised.txt,perspective,"Il ricordo e il dolore , piangiamo una giovane donna uccisa dal marito .",1
125,2,1,mbart_unsupervised.txt,perspective,"Il ricordo e il dolore , piangiamo una giovane donna uccisa dal marito .",9
126,2,2,mbart_unsupervised.txt,perspective,"Il ricordo e il dolore , piangiamo una giovane donna uccisa dal marito .",6
127,2,3,mbart_unsupervised.txt,perspective,"Il ricordo e il dolore , piangiamo una giovane donna uccisa dal marito .",6
128,2,0,gpt3_CFSLH_hum_eval.predictions.txt,perspective,"« Nella Giornata internazionale contro la violenza sulle donne , piangiamo una giovane donna uccisa dal marito che non ha saputo accettare il suo desiderio di separarsi . »",1
129,2,1,gpt3_CFSLH_hum_eval.predictions.txt,perspective,"« Nella Giornata internazionale contro la violenza sulle donne , piangiamo una giovane donna uccisa dal marito che non ha saputo accettare il suo desiderio di separarsi . »",5
130,2,2,gpt3_CFSLH_hum_eval.predictions.txt,perspective,"« Nella Giornata internazionale contro la violenza sulle donne , piangiamo una giovane donna uccisa dal marito che non ha saputo accettare il suo desiderio di separarsi . »",6
131,2,3,gpt3_CFSLH_hum_eval.predictions.txt,perspective,"« Nella Giornata internazionale contro la violenza sulle donne , piangiamo una giovane donna uccisa dal marito che non ha saputo accettare il suo desiderio di separarsi . »",5
132,2,0,gpt3_CFSLH-B_hum_eval.predictions.txt,perspective,"`` Piangiamo una giovane donna uccisa dal marito , un altro tragico esempio di femminicidio. Non possiamo permettere che questo continui ad accadere. Le donne non sono oggetti da possedere o da controllare. Sono esseri umani con i loro diritti e la loro dignità. Non possiamo tollerare questi crimini orribili.''",3
133,2,1,gpt3_CFSLH-B_hum_eval.predictions.txt,perspective,"`` Piangiamo una giovane donna uccisa dal marito , un altro tragico esempio di femminicidio. Non possiamo permettere che questo continui ad accadere. Le donne non sono oggetti da possedere o da controllare. Sono esseri umani con i loro diritti e la loro dignità. Non possiamo tollerare questi crimini orribili.''",10
134,2,2,gpt3_CFSLH-B_hum_eval.predictions.txt,perspective,"`` Piangiamo una giovane donna uccisa dal marito , un altro tragico esempio di femminicidio. Non possiamo permettere che questo continui ad accadere. Le donne non sono oggetti da possedere o da controllare. Sono esseri umani con i loro diritti e la loro dignità. Non possiamo tollerare questi crimini orribili.''",8
